"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Spain","ESP","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","74.1999969482422","","","","","","","","","","","53.0900001525879","","","","","54.5","","","","","","","","","","","","","","","","","","86.629997253418","85.9499969482422","86.5800018310547","86.9599990844727","87.4000015258789","87.5400009155273","88.2099990844727","88.5199966430664","89.120002746582","97.9573593139648","90.1500015258789","90.4599990844727","91.120002746582","92.002311706543","91.9199981689453","93.140251159668","93.2200012207031","94.0569610595703","94.3458557128906","94.1796340942383","",
"Estonia","EST","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.8300018310547","","","","","","","","","","","99.2799987792969","","","","","","","","","","99.6731185913086","99.7663421630859","99.7889633178711","99.7997589111328","99.7722778320312","99.7714462280273","99.7658309936523","99.8027725219727","99.7902069091797","99.7602233886719","99.7799987792969","99.8201675415039","99.882698059082","","",
"Ethiopia","ETH","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4099998474121","","","","24.6299991607666","","34.7310981750488","","","20.0208206176758","","","22.2894897460938","","43.5823020935059","","","",
"European Union","EUU","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","98.8100051879883","99.9999771118164","100","100","100","100","99.9632263183594","","",
"Fiji","FJI","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","34.4799995422363","","","","","","","","","","53.2200012207031","","","","","","","","","","73.2699966430664","","","","","","","","","","","82.7900009155273","","","","96.6996002197266","","","99.8707962036133","","97.2686538696289","","","","","91.1847076416016","","","",
"France","FRA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3399963378906","98.6100006103516","","99.1600036621094","99.2799987792969","98.870002746582","98.4400024414062","98.4499969482422","98.4499969482422","97.9000015258789","97.5400009155273","97.5199966430664","97.629997253418","97.5699996948242","97.5416412353516","97.6699981689453","97.9209060668945","100","96.0391845703125","100","",
"Faroe Islands","FRO","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.7663650512695","","","","","","","","","","",
"Gabon","GAB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7699966430664","99.8099975585938","99.8600006103516","99.8099975585938","99.8300018310547","99.8600006103516","98.7090759277344","98.4516983032227","100","98.5149765014648","98.5047149658203","100","100","99.4343338012695","99.4954986572266","",
"Georgia","GEO","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2699966430664","","","","","","","","91.48974609375","98.1285552978516","98.1399993896484","98.8142776489258","98.7699966430664","99.1479797363281","99.3099975585938","99.3099975585938","97.787467956543","99.1900024414062","99.2970886230469","99.5020217895508","99.3499984741211","99.474494934082","",
"Ghana","GHA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6699981689453","","","59.8538780212402","","51.8172798156738","","58.1865005493164","","","","","64.8944778442383","","",
"Gibraltar","GIB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3700008392334","","24.4842891693115","","18.5900001525879","72.0502166748047","","","","","",
"Gambia, The","GMB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","4.28999996185303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6100006103516","","","37.4267311096191","","40.7495193481445","","","53.9002342224121","",
"Guinea-Bissau","GNB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.2959251403809","44.7071380615234","","","50.8078727722168","","",
"Equatorial Guinea","GNQ","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","71.5999984741211","","","","","","","","","","81.5999984741211","","","","","","","","","","","","","","92.0299987792969","95.5500030517578","93.120002746582","93.2900009155273","","93.379997253418","93.5264434814453","94.0968551635742","94.3465957641602","94.6900024414062","95.2600021362305","91.4800033569336","95.5885543823242","96.0224838256836","96.3623352050781","96.4700012207031","96.8955459594727","97.3204574584961","","",
"Grenada","GRD","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.8070983886719","98.9631881713867","98.8732070922852","","","","",
"Greenland","GRL","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","17.7000007629395","","","","","","","","","","","","","","","","","","","31.0699996948242","","31.2700004577637","","","","37.6500015258789","","","","40.3470268249512","40.8057441711426","43.3699989318848","44.5499992370605","43.0400009155273","43.4458503723145","48.600284576416","47.8820343017578","48.4197158813477","50.810001373291","","53.1676635742188","52.7065010070801","52.6421356201172","",
"Guam","GUM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","82.0199966430664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.5","","","","","","","","","","","","","","","","84.8117141723633","84.0653076171875","","","","","",
"High income","HIC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","46.9199981689453","","","","","","","","","","60.7599983215332","","","","","","","","","","","","","","","","","","","","","","","","","93.0800018310547","","93.5999984741211","93.8399963378906","93.7200012207031","94.129997253418","100","100","95.0299987792969","95.379997253418","100","95.6600036621094","100","95.7200012207031","100","100","96.0999984741211","100","",
"Honduras","HND","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","12.4099998474121","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8699989318848","","","45.0999984741211","45.6399993896484","","45.7000007629395","","50.4000015258789","50.9300003051758","52.6300010681152","52.9900016784668","54.5200004577637","58.3600006103516","59.0699996948242","60.939998626709","58.3634643554688","59.2900009155273","61.9000015258789","","61.7115173339844","63.9925193786621","61.3904685974121","",
"Heavily indebted poor countries (HIPC)","HPC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.5100021362305","","","","","","","","","98.0100173950195","96.9700012207031","97.8357086181641","97.9959030151367","98.9027862548828","98.8532867431641","98.7385330200195","99.0142135620117","99.0512847900391","99.0555572509766","99.2136993408203","99.205940246582","99.2885055541992","","",
"Haiti","HTI","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","5.86999988555908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5900001525879","","","","","","","","","40.3137855529785","","","","","46.3667297363281","","","","","","","",
"Hungary","HUN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","85.3499984741211","","","","","","","","","","90.7399978637695","","","","","","","","","","","","","","","","","","","","","98.4599990844727","","","","98.9800033569336","","","","","","","","99.6500015258789","99.5199966430664","99.5500030517578","99.5699996948242","99.59912109375","99.6308898925781","99.6030044555664","99.6699981689453","99.638053894043","99.7002792358398","","",
"IBRD only","IBD","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","22.6200008392334","","","","","","","","","27.2600002288818","","","","","","","","","","","","","","","","","","","","","","","","","","80.1999969482422","71.6999969482422","71.879997253418","72.8499984741211","73.1591873168945","74.4400024414062","75.1071472167969","76.4438934326172","76.5999984741211","77.629997253418","80.2399978637695","77.6787490844727","78.4300003051758","80.3892059326172","81.9300003051758","84.9264144897461","83.2264404296875","83.8310852050781","",
"IDA only","IDX","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.1940002441406","51.4199981689453","51.9763717651367","","","","56.6841812133789","","59.560001373291","60.7040100097656","61.3899993896484","63.306510925293","62.8199996948242","65.5800018310547","",
"Not classified","INX","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5199966430664","","","","98.8733825683594","98.9082260131836","98.9624404907227","98.8169174194336","98.999885559082","99.034538269043","98.9583587646484","99.1052703857422","99.1345062255859","99.0315322875977","99.0400161743164","98.8953399658203","98.9944610595703","","",
"Iran, Islamic Rep.","IRN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7610549926758","76.8550491333008","76.2242126464844","77.9351577758789","78.1997604370117","79.1336288452148","79.572624206543","0","84.4998016357422","85.1097106933594","85.7615585327148","86.3899917602539","86.52197265625","","",
"Iraq","IRQ","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1380310058594","79.3899993896484","","","","","57.6458892822266","","","32.4963493347168","","","",
"Iceland","ISL","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9411468505859","99.814323425293","99.8079986572266","99.9272079467773","99.8907165527344","100","99.9810638427734","99.8733291625977","99.9902877807617","99.9904632568359","99.8553314208984","99.9765548706055","","",
"Israel","ISR","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0500030517578","","92.7900009155273","94.6500015258789","","94.6100006103516","94.5899963378906","95.0899963378906","95.3600006103516","95.3300018310547","95.5699996948242","95.629997253418","96.5218887329102","96.2864608764648","96.1675415039062","96.2810668945312","96.474609375","96.2953872680664","96.4724655151367","","",
"Italy","ITA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","69.0299987792969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0599975585938","","","","92.2399978637695","92.5599975585938","92.7200012207031","93.0999984741211","93.4199981689453","93.6999969482422","93.9800033569336","94.3899993896484","94.9674911499023","95","95.2699966430664","95.9965362548828","96.3192672729492","96.6481552124023","96.8862533569336","96.7300033569336","97.5451812744141","97.6554489135742","","",
"Jamaica","JAM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0327377319336","98.0372085571289","98.4022750854492","98.1151962280273","98.2854690551758","","98.5383148193359","98.6464920043945","98.783561706543","98.8695297241211","98.8592224121094","98.8397979736328","93.1381378173828","","",
"Jordan","JOR","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.4499969482422","","85.1500015258789","","","","","","","87.2583312988281","89.6699981689453","","89.2399978637695","","","87.9199981689453","",
"Japan","JPN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.75","","","","","","","","","","","","","","","","","","","","99.5199966430664","","","","","","","","","","99.5899963378906","","","","",
"Kazakhstan","KAZ","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.3000030517578","","","","","","","","","","","","","","","","","","99.9800033569336","","99.9499969482422","","","","","","99.0438995361328","","","99.9400024414062","99.8747711181641","","","","","",
"Kenya","KEN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1699981689453","50.9900016784668","","","","","","85.5731887817383","","","74.9513473510742","74.2888031005859","86.0402526855469","78.7503128051758","","",
"Kyrgyz Republic","KGZ","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5199966430664","","","","","","","","","","97.9700012207031","","","","","100","100","100","100","98.8703689575195","","","","","","",
"Cambodia","KHM","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2299995422363","36.8600006103516","35.6300010681152","49.078929901123","51.0300598144531","49.9084167480469","51.7379760742188","22.8700008392334","22.5100002288818","55.5138931274414","45.8778953552246","","40.4709091186523","46.8204078674316","43.2093391418457","","","",
"Kiribati","KIR","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.8559722900391","","","88.9383163452148","96.3848266601562","96.9500198364258","","","","",
"St. Kitts and Nevis","KNA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","97.0999984741211","","","","","","","","","","98.8899993896484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","64.0800018310547","","","","","","","","","","","","","","","84.5800018310547","","","","","88.1999969482422","","","","","89.3600006103516","","","","","91.6600036621094","","","","","93.0699996948242","","","","90.9800033569336","94.3000030517578","95.7397689819336","96.0725631713867","96.2655029296875","96.5232849121094","95.5100021362305","96.7117233276367","96.7661743164062","96.9526138305664","97.0582046508789","97.1387786865234","97.2863693237305","97.459587097168","97.7481842041016","",
"Kuwait","KWT","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","25","","","","","32.7000007629395","","","","","42.0299987792969","","","","","49.6500015258789","","","46.5699996948242","","","","","","","","","","","","","","","","","51.0299987792969","51.8800010681152","52.9599990844727","55.5299987792969","","","","64.4800033569336","57.75","","62.1599998474121","","62","61.7999992370605","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2302169799805","","","","","","","57.2617301940918","","","","","74.2638626098633","","",
"Lebanon","LBN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","25.8999996185303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4400024414062","","","","","","","","","","","84.4100036621094","86.2344131469727","","","","","",
"Liberia","LBR","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","10.3199996948242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4256210327148","","","","51.6752777099609","","41.5743789672852","46.3713111877441","","47.4837417602539","","","","","",
"Libya","LBY","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","24.8999996185303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","5.69999980926514","","","","","","","","","","8.06999969482422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7480621337891","52.1796569824219","","59.9914665222168","55.4375801086426","58.9192543029785","","",
"Latin America & Caribbean","LCN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6699981689453","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","47.0099983215332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.8899993896484","","","","","","","","","81.7339859008789","82.9287796020508","","83.4952163696289","84.4765472412109","84.6151657104492","84.6792907714844","85.4794082641602","85.8745498657227","86.647575378418","86.7269897460938","87.4113845825195","87.289909362793","","",
"Lower middle income","LMC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","13.8599996566772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9300003051758","","","","","","","","","","58.2332305908203","99.5650863647461","","","","","",
"Late-demographic dividend","LTE","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1100006103516","97.9300003051758","97.75","98.129997253418","98.2200012207031","98.4800033569336","98.5599975585938","98.6999969482422","98.7399978637695","98.7099990844727","98.7200012207031","99.0800018310547","99.0800018310547","99.0596923828125","99.198600769043","99.2099990844727","99.3768768310547","99.2761535644531","","",
"Luxembourg","LUX","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0100021362305","","","99.4590606689453","99.7509613037109","99.6746597290039","99.6395874023438","99.6458511352539","99.4352111816406","99.6453018188477","99.2354125976562","99.3064422607422","99.3012008666992","99.3173675537109","97.803840637207","98.1843109130859","","",
"Latvia","LVA","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8600006103516","","","","","","","","","","","","","","","99.3600006103516","","","99.1999969482422","99.4499969482422","99.4700012207031","99.5899963378906","99.6900024414062","99.6999969482422","99.6500015258789","99.096923828125","99.6500015258789","98.7746353149414","98.6374206542969","100","100","98.8976745605469","98.6869506835938","98.6521301269531","100","",
"Macao SAR, China","MAC","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.8899993896484","","","","","","","","","","78.8499984741211","","","","","83.120002746582","","","","","87.5899963378906","","","98.3790817260742","","89.8300018310547","","","","","","","","",
"St. Martin (French part)","MAF","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","5.59999990463257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8537292480469","","","","","","","","","","",
"Monaco","MCO","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9925537109375","","","","","","","","",
